Company Name,RIC,RIC1(ticker),delisted MM,delisted YY,ISIN,CUSIP,SEDOL
Doric Nimrod Air Two Ltd,DNA2_p.L,DNA2_p,0,0,GG00B3Z62522,0.0,0.0
Trinity Exploration and Production PLC,TRIN.L,TRIN,0,0,GB00BN7CJ686,0.0,0.0
Keras Resources PLC,KRS.L,KRS,0,0,GB00BMY2T534,0.0,0.0
Spectra Systems Corp,SPSY.L,SPSY,0,0,US84756T1060,0.0,0.0
Pembridge Resources PLC,PERE.L,PERE,0,0,GB00BG107324,0.0,0.0
Great Western Mining Corporation PLC,GWMO.L,GWMO,0,0,IE00B1FR8863,0.0,0.0
OptiBiotix Health PLC,OPTIO.L,OPTIO,0,0,GB00BP0RTP38,0.0,0.0
Agronomics Ltd,ANIC.L,ANIC,0,0,IM00B6QH1J21,0.0,0.0
Galileo Resources PLC,GLR.L,GLR,0,0,GB00B115T142,0.0,0.0
Wentworth Resources PLC,WEN.L,WEN,0,0,JE00BGT34J81,0.0,0.0
Polymetal International PLC,POLYP.L,POLYP,0,0,JE00B6T5S470,0.0,0.0
Secure Trust Bank PLC,STBS.L,STBS,0,0,GB00B6TKHP66,0.0,0.0
EVRAZ plc,EVRE.L,EVRE,0,0,GB00B71N6K86,0.0,0.0
Worldlink Group PLC,WGP.L,WGP,0,0,GB00B3P21X12,0.0,0.0
Inspired PLC,INSEI.L,INSEI,0,0,GB00BR2Q0V58,0.0,0.0
Hawkwing PLC,HNG.L,HNG,0,0,GB00BLF0L315,0.0,0.0
BBGI Global Infrastructure SA,BBGIB.L,BBGIB,0,0,LU0686550053,0.0,0.0
Thames Ventures VCT 2 PLC,DA1Od.L,DA1Od,0,0,GB00B6QPQ463,0.0,0.0
Belvoir Group PLC,BLVB.L,BLVB,0,0,GB00B4QY1P51,0.0,0.0
Bank of Georgia Group PLC,BGEO.L,BGEO,0,0,GB00BF4HYT85,0.0,0.0
Rockfire Resources PLC,ROCKR.L,ROCKR,0,0,GB00B42TN250,0.0,0.0
Bushveld Minerals Ltd,BMNB.L,BMNB,0,0,GG00B4TM3943,0.0,0.0
Eden Research PLC,EDENE.L,EDENE,0,0,GB0001646941,0.0,0.0
Deltic Energy PLC,DELT.L,DELT,0,0,GB00BNTY2N01,0.0,0.0
WANdisco PLC,WAND.L,WAND,0,0,JE00B6Y3DV84,0.0,0.0
Duke Royalty Ltd,DUKE.L,DUKE,0,0,GG00BYZSSY63,0.0,0.0
Itaconix PLC,ITXI.L,ITXI,0,0,GB00B84LVH87,0.0,0.0
Wishbone Gold PLC,WSBN.L,WSBN,0,0,GI000A2PX455,0.0,0.0
Good Energy Group PLC,GOODG.L,GOODG,0,0,GB0033600353,0.0,0.0
Ground Rents Income Fund PLC,GRIO.L,GRIO,0,0,GB00B715WG26,0.0,0.0
Eco Buildings Group PLC,ECOB.L,ECOB,0,0,GB00BRJTP124,0.0,0.0
Mycelx Technologies Corp,MYXM.L,MYXM,0,0,US62847T2024,0.0,0.0
Power Metal Resources PLC,POWP.L,POWP,0,0,GB00BYWJZ743,0.0,0.0
Direct Line Insurance Group PLC,DLGD.L,DLGD,0,0,GB00BY9D0Y18,0.0,0.0
Blackrock Sustainable American Income Trust PLC,BRSA.L,BRSA,0,0,GB00B7W0XJ61,0.0,0.0
Syncona Ltd,SYNCS.L,SYNCS,0,0,GG00B8P59C08,0.0,0.0
Bluejay Mining PLC,JAY.L,JAY,0,0,GB00BFD3VF20,0.0,0.0
Premier African Minerals Ltd,PREM.L,PREM,0,0,VGG7223M1005,0.0,0.0
IG Seismic Services PLC,IGSSq.L,IGSSq,0,0,US4495972022,0.0,0.0
hVIVO PLC,HVO.L,HVO,0,0,GB00B9275X97,0.0,0.0
Starwood European Real Estate Finance Ltd,SWEF.L,SWEF,0,0,GG00BQWPBM39,0.0,0.0
Inland ZDP PLC,INLZ_p.L,INLZ_p,0,0,GB00B99R1Q79,0.0,0.0
SysGroup PLC,SYS.L,SYS,0,0,GB00BYT18182,0.0,0.0
ICG Longbow Senior Secured UK Property Debt Investments Ltd,LBOW.L,LBOW,0,0,GG00B8C23S81,0.0,0.0
Crest Nicholson Holdings PLC,CRST.L,CRST,0,0,GB00B8VZXT93,0.0,0.0
t42 IoT Tracking Solutions PLC,TRAC.L,TRAC,0,0,JE00BKVDPL34,0.0,0.0
TwentyFour Income Fund Ltd,TFIF.L,TFIF,0,0,GG00B90J5Z95,0.0,0.0
Target Healthcare REIT PLC,THRLT.L,THRLT,0,0,GB00BJGTLF51,0.0,0.0
Dekel Agri-Vision Plc,DKLD.L,DKLD,0,0,CY0106502111,0.0,0.0
Greencoat UK Wind PLC,UKWG.L,UKWG,0,0,GB00B8SC6K54,0.0,0.0
Cambridge Cognition Holdings PLC,COGC.L,COGC,0,0,GB00B8DV9647,0.0,0.0
One Media IP Group PLC,OMIP.L,OMIP,0,0,GB00B1DRDZ07,0.0,0.0
Redcentric PLC,RCN.L,RCN,0,0,GB00B7TW1V39,0.0,0.0
Versarien PLC,VRS.L,VRS,0,0,GB00B8YZTJ80,0.0,0.0
Seplat Energy PLC,SEPL.L,SEPL,0,0,NGSEPLAT0008,0.0,0.0
Coca Cola HBC AG,CCH.L,CCH,0,0,CH0198251305,0.0,0.0
Nexteq PLC,NXQ.L,NXQ,0,0,GB00B99PCP71,0.0,0.0
Weiss Korea Opportunity Fund Ltd,WKOF.L,WKOF,0,0,GG00B933LL68,0.0,0.0
International Distributions Services PLC,IDSI.L,IDSI,0,0,GB00BDVZYZ77,0.0,0.0
CVC Income & Growth Ltd,CVCG.L,CVCG,0,0,JE00B9MRHZ51,0.0,0.0
Falanx Cyber Security Ltd,FCS.L,FCS,0,0,VGG3338A1158,0.0,0.0
Ab Dynamics PLC,ABDP.L,ABDP,0,0,GB00B9GQVG73,0.0,0.0
Bluefield Solar Income Fund Ltd,BSIF.L,BSIF,0,0,GG00BB0RDB98,0.0,0.0
Polar Capital Global Financials Trust PLC,PCFT.L,PCFT,0,0,GB00B9XQT119,0.0,0.0
Myanmar Investments International Ltd,MILM.L,MILM,0,0,VGG636111004,0.0,0.0
Doric Nimrod Air Three Ltd,DNA3.L,DNA3,0,0,GG00B92LHN58,0.0,0.0
Globalworth Real Estate Investments Ltd,GWI.L,GWI,0,0,GG00B979FD04,0.0,0.0
Keywords Studios PLC,KWS.L,KWS,0,0,GB00BBQ38507,0.0,0.0
Frontier Developments PLC,FDEV.L,FDEV,0,0,GB00BBT32N39,0.0,0.0
Science in Sport PLC,SISS.L,SISS,0,0,GB00BBPV5329,0.0,0.0
Renewables Infrastructure Group Ltd,TRIG.L,TRIG,0,0,GG00BBHX2H91,0.0,0.0
Myhealthchecked PLC,MHCM.L,MHCM,0,0,GB00BN7K5L93,0.0,0.0
Plus500 Ltd,PLUSP.L,PLUSP,0,0,IL0011284465,0.0,0.0
Gulf Marine Services PLC,GMS.L,GMS,0,0,GB00BJVWTM27,0.0,0.0
Trafalgar Property Group PLC,TRAF.L,TRAF,0,0,GB00BMGS6031,0.0,0.0
Union Jack Oil PLC,UJO.L,UJO,0,0,GB00BLH1S316,0.0,0.0
B90 Holdings PLC,B90.L,B90,0,0,IM00BYT32K14,0.0,0.0
CentralNic Group Plc,CNIC.L,CNIC,0,0,GB00BCCW4X83,0.0,0.0
Bluerock Diamonds PLC,BRD.L,BRD,0,0,GB00BKKJK954,0.0,0.0
Netscientific PLC,NSCI.L,NSCI,0,0,GB00BN4R5Q82,0.0,0.0
Foxtons Group PLC,FOXT.L,FOXT,0,0,GB00BCKFY513,0.0,0.0
Iog PLC,IOG.L,IOG,0,0,GB00BF49WF64,0.0,0.0
DP Aircraft I Ltd,DPAD.L,DPAD,0,0,GG00BBP6HP33,0.0,0.0
Riverstone Energy Ltd,RSER.L,RSER,0,0,GG00BBHXCL35,0.0,0.0
Kromek Group PLC,KMK.L,KMK,0,0,GB00BD7V5D43,0.0,0.0
TCS Group Holding PLC,TCSq.L,TCSq,0,0,US87238U2033,0.0,0.0
Everyman Media Group PLC,EMANE.L,EMANE,0,0,GB00BFH55S51,0.0,0.0
Foresight Solar Fund Ltd,FSFL.L,FSFL,0,0,JE00BD3QJR55,0.0,0.0
Brave Bison Group PLC,BBSN.L,BBSN,0,0,GB00BF8HJ774,0.0,0.0
Just Group PLC,JUSTJ.L,JUSTJ,0,0,GB00BCRX1J15,0.0,0.0
Brighton Pier Group PLC,PIER.L,PIER,0,0,GB00BG49KW66,0.0,0.0
Tritax Big Box Reit PLC,BBOXT.L,BBOXT,0,0,GB00BG49KP99,0.0,0.0
Safestyle UK PLC,SFES.L,SFES,0,0,JE00BGP63272,0.0,0.0
Nationwide Building Society,NBS.L,NBS,0,0,GB00BBQ33664,0.0,0.0
Property Franchise Group PLC,TPFG.L,TPFG,0,0,GB00BH0WFH67,0.0,0.0
Benchmark Holdings PLC,BMKB.L,BMKB,0,0,GB00BGHPT808,0.0,0.0
Kodal Minerals PLC,KOD.L,KOD,0,0,GB00BH3X7Y70,0.0,0.0
Co-Operative Group Ltd,42TE.L,42TE,0,0,GB00BFXW0630,0.0,0.0
Venture Life Group PLC,VLG.L,VLG,0,0,GB00BFPM8908,0.0,0.0
Actual Experience PLC,ACTA.L,ACTA,0,0,GB00BJ05QC14,0.0,0.0
NextEnergy Solar Fund Ltd,NESF.L,NESF,0,0,GG00BJ0JVY01,0.0,0.0
Saga PLC,SAGA.L,SAGA,0,0,GB00BMX64W89,0.0,0.0
Niox Group PLC,NIOX.L,NIOX,0,0,GB00BJVD3B28,0.0,0.0
Pets at Home Group PLC,PETSP.L,PETSP,0,0,GB00BJ62K685,0.0,0.0
SIMEC Atlantis Energy Ltd,SAE.L,SAE,0,0,SG9999011118,0.0,0.0
DX (Group) PLC,DXDX.L,DXDX,0,0,GB00BJTCG679,0.0,0.0
JLEN Environmental Assets Group Ltd,JLEN.L,JLEN,0,0,GG00BJL5FH87,0.0,0.0
McColl's Retail Group PLC,MCLSM.L,MCLSM,0,0,GB00BJ3VW957,0.0,0.0
AO World plc,AO.L,AO,0,0,GB00BJTNFH41,0.0,0.0
Xeros Technology Group PLC,XSG.L,XSG,0,0,GB00BMGYBJ57,0.0,0.0
Scholium Group PLC,SCHOS.L,SCHOS,0,0,GB00BJYS2173,0.0,0.0
GRIT Investment Trust PLC,GRIT.L,GRIT,0,0,GB00BL594W83,0.0,0.0
TwentyFour Select Monthly Income Fund Ltd,SMIF.L,SMIF,0,0,GG00BJVDZ946,0.0,0.0
Mosman Oil and Gas Ltd,MSMN.L,MSMN,0,0,AU0000XINET1,0.0,0.0
XLMedia PLC,XLM.L,XLM,0,0,JE00BH6XDL31,0.0,0.0
boohoo group plc,BOOH.L,BOOH,0,0,JE00BG6L7297,0.0,0.0
Tekcapital PLC,TEKT.L,TEKT,0,0,GB00BKXGY798,0.0,0.0
Genuit Group PLC,GENG.L,GENG,0,0,GB00BKRC5K31,0.0,0.0
Haydale Graphene Industries PLC,HAYD.L,HAYD,0,0,GB00BKWQ1135,0.0,0.0
Custodian Property Income REIT plc,CREI.L,CREI,0,0,GB00BJFLFT45,0.0,0.0
Eagle Eye Solutions Group PLC,EYE.L,EYE,0,0,GB00BKF1YD83,0.0,0.0
Safestay PLC,SSTY.L,SSTY,0,0,GB00BKT0J702,0.0,0.0
NAHL Group PLC,NAH.L,NAH,0,0,GB00BM7S2W63,0.0,0.0
Rosslyn Data Technologies PLC,RDTR.L,RDTR,0,0,GB00BKX5CP01,0.0,0.0
Bioventix PLC,BVXP.L,BVXP,0,0,GB00B4QVDF07,0.0,0.0
Card Factory PLC,CARDC.L,CARDC,0,0,GB00BLY2F708,0.0,0.0
Fireangel Safety Technology Group PLC,FA.L,FA,0,0,GB0030508757,0.0,0.0
Limitless Earth PLC,LMEL.L,LMEL,0,0,GB00BKXP5L71,0.0,0.0
Shoe Zone PLC,SHOE.L,SHOE,0,0,GB00BLTVCF91,0.0,0.0
Tremor International Ltd,TRMR.L,TRMR,0,0,IL0011320343,0.0,0.0
OSB Group PLC,OSBO.L,OSBO,0,0,GB00BLDRH360,0.0,0.0
Flowtech Fluidpower PLC,FLOL.L,FLOL,0,0,GB00BM4NR742,0.0,0.0
Empiric Student Property PLC,ESP.L,ESP,0,0,GB00BLWDVR75,0.0,0.0
Fair Oaks Income Ltd,FA17.L,FA17,0,0,GG00BRZRXM78,0.0,0.0
FDM Group (Holdings) PLC,FDM.L,FDM,0,0,GB00BLWDVP51,0.0,0.0
B&M European Value Retail SA,BMEB.L,BMEB,0,0,LU1072616219,0.0,0.0
Volution Group PLC,FAN.L,FAN,0,0,GB00BN3ZZ526,0.0,0.0
Ergomed PLC,ERGO.L,ERGO,0,0,GB00BN7ZCY67,0.0,0.0
On The Beach Group PLC,OTB.L,OTB,0,0,GB00BYM1K758,0.0,0.0
SSP Group PLC,SSPG.L,SSPG,0,0,GB00BGBN7C04,0.0,0.0
SLF Realisation Fund Ltd,SLFR.L,SLFR,0,0,GG00BN56JF17,0.0,0.0
Nostrum Oil & Gas PLC,NOGN.L,NOGN,0,0,GB00BQVVS097,0.0,0.0
Spire Healthcare Group PLC,SPI.L,SPI,0,0,GB00BNLPYF73,0.0,0.0
Smoove PLC,SMV.L,SMV,0,0,GB00BNG8T458,0.0,0.0
Blackstone Loan Financing Ltd,BGLF.L,BGLF,0,0,JE00BNCB5T53,0.0,0.0
Epwin Group PLC,EPWN.L,EPWN,0,0,GB00BNGY4Y86,0.0,0.0
Savannah Energy PLC,SAVES.L,SAVES,0,0,GB00BP41S218,0.0,0.0
Equals Group PLC,EQLS.L,EQLS,0,0,GB00BLS0XX25,0.0,0.0
Intelligent Ultrasound Group PLC,IUG.L,IUG,0,0,GB00BN791Q39,0.0,0.0
Heiq PLC,HEIQ.L,HEIQ,0,0,GB00BN2CJ299,0.0,0.0
Aquila Services Group PLC,AQSG.L,AQSG,0,0,GB00BPYP3Q26,0.0,0.0
Softcat PLC,SCTS.L,SCTS,0,0,GB00BYZDVK82,0.0,0.0
Gamma Communications PLC,GAMA.L,GAMA,0,0,GB00BQS10J50,0.0,0.0
Fulham Shore PLC,FULH.L,FULH,0,0,GB00B9F8VG44,0.0,0.0
C4X Discovery Holdings PLC,C4XD.L,C4XD,0,0,GB00BQQ2RV18,0.0,0.0
Ediston Property Investment Company PLC,EPICE.L,EPICE,0,0,GB00BNGMZB68,0.0,0.0
Nanosynth Group PLC,NNNN.L,NNNN,0,0,GB00BFX0ZN92,0.0,0.0
Mortgage Advice Bureau (Holdings) PLC,MAB1.L,MAB1,0,0,GB00BQSBH502,0.0,0.0
Quartix Technologies PLC,QTX.L,QTX,0,0,GB00BLZH2C83,0.0,0.0
Fevertree Drinks PLC,FEVR.L,FEVR,0,0,GB00BRJ9BJ26,0.0,0.0
River and Mercantile UK Micro Cap Investment Company Ltd,RMMC.L,RMMC,0,0,GG00BNDMJP11,0.0,0.0
Focusrite PLC,TUNE.L,TUNE,0,0,GB00BSBMW716,0.0,0.0
Gfinity PLC,GFIN.L,GFIN,0,0,GB00BT9QD572,0.0,0.0
Axiom European Financial Debt Fund Ltd,AXI.L,AXI,0,0,GG00BTC2K735,0.0,0.0
Mercia Asset Management PLC,MERCM.L,MERCM,0,0,GB00BSL71W47,0.0,0.0
Atlantic Lithium Ltd,ALLA.L,ALLA,0,0,AU0000237554,0.0,0.0
Evgen Pharma PLC,EVG.L,EVG,0,0,GB00BSVYN304,0.0,0.0
Indivior PLC,INDV.L,INDV,0,0,GB00BN4HT335,0.0,0.0
Redx Pharma PLC,REDX.L,REDX,0,0,GB00BSNB6S51,0.0,0.0
Integrated Diagnostics Holdings PLC,IDHC.L,IDHC,0,0,JE00BLKGSR75,0.0,0.0
Vox Valor Capital Ltd,VOXV.L,VOXV,0,0,KYG9507A1094,0.0,0.0
HSS Hire Group PLC,HSS.L,HSS,0,0,GB00BVFD4645,0.0,0.0
SCS Group PLC,SCSS.L,SCSS,0,0,GB00BRF0TJ56,0.0,0.0
Kinovo PLC,KINO.L,KINO,0,0,GB00BV9GHQ09,0.0,0.0
VPC Specialty Lending Investments PLC,VSLV.L,VSLV,0,0,GB00BVG6X439,0.0,0.0
Sureserve Group PLC,SURS.L,SURS,0,0,GB00BSKS1M86,0.0,0.0
Eurocell PLC,ECEL.L,ECEL,0,0,GB00BVV2KN49,0.0,0.0
Wizz Air Holdings PLC,WIZZ.L,WIZZ,0,0,JE00BN574F90,0.0,0.0
Non-Standard Finance PLC,NSF.L,NSF,0,0,GB00BRJ6JV17,0.0,0.0
DFS Furniture PLC,DFSD.L,DFSD,0,0,GB00BTC0LB89,0.0,0.0
Schroders Capital Global Innovation Trust PLC,INOV.L,INOV,0,0,GB00BVG1CF25,0.0,0.0
Cindrigo Holdings Ltd,CINH.L,CINH,0,0,GG00BV0LCK35,0.0,0.0
Revolution Bars Group PLC,RBG.L,RBG,0,0,GB00BVDPPV41,0.0,0.0
Sequoia Economic Infrastructure Income Fund Ltd,SEQI.L,SEQI,0,0,GG00BV54HY67,0.0,0.0
Auto Trader Group PLC,AUTOA.L,AUTOA,0,0,GB00BVYVFW23,0.0,0.0
Zegona Communications PLC,ZEG.L,ZEG,0,0,GB00BVGBY890,0.0,0.0
Chill Brands Group PLC,CHLL.L,CHLL,0,0,GB00BWC4X262,0.0,0.0
Windar Photonics PLC,WPHO.L,WPHO,0,0,GB00BTFR4F17,0.0,0.0
Pembroke VCT PLC,PEMB.L,PEMB,0,0,GB00BQVC9S79,0.0,0.0
Miton UK MicroCap Trust PLC,MINI.L,MINI,0,0,GB00BWFGQ085,0.0,0.0
Metro Bank Holdings PLC,MTRO.L,MTRO,0,0,GB00BMX3W479,0.0,0.0
Curtis Banks Group PLC,CBP.L,CBP,0,0,GB00BW0D4R71,0.0,0.0
Katoro Gold PLC,KATK.L,KATK,0,0,GB00BSNBL022,0.0,0.0
Amedeo Air Four Plus Ltd,AA4A.L,AA4A,0,0,GG00BNDVLS54,0.0,0.0
KCR Residential REIT PLC,KCR.L,KCR,0,0,GB00BYWK1Q82,0.0,0.0
AEW UK REIT PLC,AEWU.L,AEWU,0,0,GB00BWD24154,0.0,0.0
Chenavari Toro Income Fund Ltd,TORO.L,TORO,0,0,GG00BWBSDM98,0.0,0.0
Bigblu Broadband PLC,BBB.L,BBB,0,0,GB00BD5JMP10,0.0,0.0
Gateley (Holdings) PLC,GTLY.L,GTLY,0,0,GB00BXB07J71,0.0,0.0
Phoenix Spree Deutschland Ltd,PSDL.L,PSDL,0,0,JE00B248KJ21,0.0,0.0
Gear4music (Holdings) PLC,G4M.L,G4M,0,0,GB00BW9PJQ87,0.0,0.0
Apax Global Alpha Ltd,APAX.L,APAX,0,0,GG00BWWYMV85,0.0,0.0
PureTech Health PLC,PRTC.L,PRTC,0,0,GB00BY2Z0H74,0.0,0.0
Cairn Homes PLC,CRN.L,CRN,0,0,IE00BWY4ZF18,0.0,0.0
Assura PLC,AGRP.L,AGRP,0,0,GB00BVGBWW93,0.0,0.0
Investec Bank PLC,IM88.L,IM88,0,0,XS1246232604,0.0,0.0
Orchard Funding Group PLC,ORCH.L,ORCH,0,0,GB00BYZFM569,0.0,0.0
Kainos Group PLC,KNOS.L,KNOS,0,0,GB00BZ0D6727,0.0,0.0
Ossiam Shiller Barclays CAPE US Sector Val TR 1CU,OSCAPU.L,OSCAPU,0,0,LU1079841513,0.0,0.0
Menhaden Resource Efficiency PLC,MHN.L,MHN,0,0,GB00BZ0XWD04,0.0,0.0
Everest Global PLC,EVST.L,EVST,0,0,GB00BKBS0353,0.0,0.0
GYM Group PLC,GYM.L,GYM,0,0,GB00BZBX0P70,0.0,0.0
Harvest Minerals Ltd,HMI.L,HMI,0,0,AU000XINEAB4,0.0,0.0
Secured Income Fund PLC,SSIF.L,SSIF,0,0,GB00BYMK5S87,0.0,0.0
Faron Pharmaceuticals Oy,FARN.L,FARN,0,0,FI4000153309,0.0,0.0
Alternative Liquidity Fund Ltd,ALFAL.L,ALFAL,0,0,GG00BYRGPD65,0.0,0.0
Ibstock PLC,IBST.L,IBST,0,0,GB00BYXJC278,0.0,0.0
GCP Asset Backed Income Fund Ltd,GABIG.L,GABIG,0,0,JE00BYXX8B08,0.0,0.0
Upland Resources Ltd,UPL.L,UPL,0,0,JE00BJXN4P16,0.0,0.0
Hostelworld Group PLC,HSW.L,HSW,0,0,GB00BYYN4225,0.0,0.0
Regional REIT Ltd,RGLR.L,RGLR,0,0,GG00BYV2ZQ34,0.0,0.0
Hemogenyx Pharmaceuticals PLC,HEMO.L,HEMO,0,0,GB00BYX3WZ24,0.0,0.0
United Oil & Gas PLC,UOGU.L,UOGU,0,0,GB00BYX0MB92,0.0,0.0
Sealand Capital Galaxy Ltd,SCGL.L,SCGL,0,0,KYG7948E1026,0.0,0.0
Melrose Industries PLC,MRON.L,MRON,0,0,GB00BNGDN821,0.0,0.0
Bluebird Merchant Ventures Ltd,BMV.L,BMV,0,0,VGG118701058,0.0,0.0
Schroder European Real Estate Investment Trust PLC,SERE.L,SERE,0,0,GB00BY7R8K77,0.0,0.0
Molten Ventures PLC,GROW.L,GROW,0,0,GB00BY7QYJ50,0.0,0.0
European Metals Holdings Ltd,EMHE.L,EMHE,0,0,VGG3191T1021,0.0,0.0
CC Japan Income and Growth Trust PLC,CCJI.L,CCJI,0,0,GB00BYSRMH16,0.0,0.0
Virgin Money UK PLC,VMUK.L,VMUK,0,0,GB00BD6GN030,0.0,0.0
Angus Energy PLC,ANGSA.L,ANGSA,0,0,GB00BYWKC989,0.0,0.0
Nuformix PLC,NFXN.L,NFXN,0,0,GB00BYW79Y38,0.0,0.0
Pollen Street PLC,POLNP.L,POLNP,0,0,GB00BYZV3G25,0.0,0.0
Ascential PLC,ASCL.L,ASCL,0,0,GB00BYM8GJ06,0.0,0.0
daVictus plc,DVTD.L,DVTD,0,0,JE00BYY5RQ34,0.0,0.0
CMC Markets PLC,CMCX.L,CMCX,0,0,GB00B14SKR37,0.0,0.0
Shield Therapeutics PLC,STXS.L,STXS,0,0,GB00BYV81293,0.0,0.0
Yu Group PLC,YU.L,YU,0,0,GB00BYQDPD80,0.0,0.0
Cerillion PLC,CER.L,CER,0,0,GB00BYYX6C66,0.0,0.0
Calculus VCT PLC,CLCCA.L,CLCCA,0,0,GB00BYQPF348,0.0,0.0
Watkin Jones PLC,WJG.L,WJG,0,0,GB00BD6RF223,0.0,0.0
Marlowe PLC,MRLM.L,MRLM,0,0,GB00BD8SLV43,0.0,0.0
Hotel Chocolat Group PLC,HOTC.L,HOTC,0,0,GB00BYZC3B04,0.0,0.0
Forterra PLC,FORT.L,FORT,0,0,GB00BYYW3C20,0.0,0.0
Urban Logistics Reit PLC,SHED.L,SHED,0,0,GB00BYV8MN78,0.0,0.0
Osirium Technologies PLC,OSIO.L,OSIO,0,0,GB00BZ58DH10,0.0,0.0
Oncimmune Holdings PLC,ONCON.L,ONCON,0,0,GB00BYQ94H38,0.0,0.0
Midwich Group PLC,MIDWM.L,MIDWM,0,0,GB00BYSXWW41,0.0,0.0
Time Out Group PLC,TMOT.L,TMOT,0,0,GB00BYYV0629,0.0,0.0
